"pedido_id","usuario_id","nombre_usuario","fecha","edad","total","costo_envio","metodo_pago","num_productos","total_unidades","porcentaje_cancelados_previos","hora_compra","es_fin_de_semana","dias_desde_ultimo_pedido","antiguedad_cuenta_dias","estado_envio","resumen_productos","clase_y"
"6a6e4dbd46feabf3642b2868","6a6e43efa976faa4ec8a3f73","Jorge García","2024-10-25T06:10:39.000Z","55","935","105","Transferencia","3","8","25.0","6","0","53","663","Queretaro","Alfapar 6 (x2) | Acetona Touche 225ml. (x3) | Alfapar 9NI (x3)","0"
"6a6e4dbd46feabf3642b286c","6a6e43efa976faa4ec8a3f95","Lucía Martínez","2024-10-25T08:59:13.200Z","42","210","105","Transferencia","1","3","16.7","8","0","20","663","Queretaro","4x4 Goma 280ml. (x3)","0"
"6a6e4dbd46feabf3642b286e","6a6e423bc67baa40f00d6699","Diego Vásquez","2024-10-25T11:47:47.400Z","37","225","115","PayPal","2","2","0.0","11","0","100","663","Estado de Mexico","adhesivo latex para rulos o pads liftin j denis (x1) | Alfapar 10.21 (x1)","0"
"6a6e4dbd46feabf3642b2871","6a6e43efa976faa4ec8a3ffa","Diego Martínez","2024-10-25T14:36:21.600Z","30","125","55","Transferencia","2","2","44.4","14","0","25","664","Hidalgo","Amor pinza pestañas (x1) | Aluminio Profesional Mopi (x1)","0"
"6a6e4dbd46feabf3642b2874","6a6e423bc67baa40f00d66de","Jorge Martínez","2024-10-25T17:24:55.800Z","30","160","95","Efectivo","1","1","100.0","17","0","1","664","Puebla","Alfapar 7.32 (x1)","1"
"6a6e4dbd46feabf3642b2876","6a6e423bc67baa40f00d66d6","Sofia Gómez","2024-10-25T20:13:30.000Z","38","860","125","Transferencia","2","4","71.4","20","0","12","664","Veracruz","alfapar Real Rigen mascar. dañado 500g. (x1) | Alfapar 5.32 (x3)","0"
"6a6e4dbd46feabf3642b2879","6a6e43efa976faa4ec8a3fbc","Jorge González","2024-10-25T23:02:04.200Z","22","900","105","Transferencia","2","4","50.0","23","0","61","664","Queretaro","Alfapar 8NI (x3) | Alfapar salone shampoo 500ml. (x1)","1"
"6a6e4dbd46feabf3642b287c","6a6e423bc67baa40f00d66cd","Daniela García","2024-10-26T01:50:38.400Z","28","390","95","PayPal","3","4","100.0","1","1","103","664","Puebla","4x4 Pasta Dorada 100g. (x1) | Alfapar 11.11 (x1) | adhesivo libre de latex (x2)","0"
"6a6e4dbd46feabf3642b2880","6a6e43efa976faa4ec8a3fef","Sofia Hernández","2024-10-26T04:39:12.600Z","40","320","115","Transferencia","1","2","40.0","4","1","59","664","Estado de Mexico","Alfapar 11.10 (x2)","1"
"6a6e4dbd46feabf3642b2882","6a6e40420c7e024088e53fb5","Mateo Flores","2024-10-26T07:27:46.800Z","54","790","95","Efectivo","3","5","70.0","7","1","22","664","Puebla","Ampolletas Revive Pre-Perm (x1) | Alfapar 11.10 (x1) | Alfapar 11.32 (x3)","1"
"6a6e4dbd46feabf3642b2886","6a6e423bc67baa40f00d668d","Fernando Ramírez","2024-10-26T10:16:21.000Z","20","165","115","Transferencia","1","3","62.5","10","1","28","664","Estado de Mexico","Aceite Para Cuticula Touche Frambuesa (x3)","1"
"6a6e4dbd46feabf3642b2888","6a6e43efa976faa4ec8a4016","Ana López","2024-10-26T13:04:55.200Z","26","1680","105","Transferencia","2","4","33.3","13","1","48","665","Queretaro","Alfapar 8.43 (x3) | 4X4 Maquina inalambrica clipper heavy duty metalica G. (x1)","1"
"6a6e4dbd46feabf3642b288b","6a6e423bc67baa40f00d66e2","Diego Pérez","2024-10-26T15:53:29.400Z","31","100","125","PayPal","1","2","75.0","15","1","73","665","Veracruz","Acetona Pura Mediana arys (x2)","0"
"6a6e4dbd46feabf3642b288d","6a6e43efa976faa4ec8a3f60","Gabriel Martínez","2024-10-26T18:42:03.600Z","48","550","125","Efectivo","2","5","100.0","18","1","24","665","Veracruz","4x4 Guantes nitrilo negros (x2) | Alfapar 9.21 (x3)","1"
"6a6e4dbd46feabf3642b2890","6a6e40420c7e024088e53f8b","Jorge Vásquez","2024-10-26T21:30:37.800Z","53","1980","65","Efectivo","4","7","85.7","21","1","133","665","Hidalgo","Aluminio Profesional Mopi (x1) | 4x4 Maquina platino 10000 RPM (x1) | Alfapar 6.32 (x2) | 4x4 papel cuello negro un rollo (x3)","1"
"6a6e4dbd46feabf3642b2895","6a6e43efa976faa4ec8a3f63","Valeria Flores","2024-10-27T00:19:12.000Z","45","800","125","Efectivo","2","5","83.3","0","1","7","665","Veracruz","Alfapar 000SSS (x2) | Alfapar 9.04 (x3)","1"
"6a6e4dbd46feabf3642b2898","6a6e43efa976faa4ec8a3f5d","Fernando Ramírez","2024-10-27T03:07:46.200Z","20","1290","105","PayPal","4","10","85.7","3","1","8","665","Queretaro","Alain silver 30ml. (x2) | Alfapar 5.5 (x2) | Alfapar 6.01 (x3) | 4x4 papel cuello blanco de 5 pz. (x3)","1"
"6a6e4dbd46feabf3642b289d","6a6e43efa976faa4ec8a4027","Valeria Morales","2024-10-27T05:56:20.400Z","31","360","125","PayPal","1","2","12.5","5","1","26","665","Veracruz","Afaparf oxido 10 vol. 1000ml. (x2)","1"
"6a6e4dbd46feabf3642b289f","6a6e423bc67baa40f00d66a9","Luis Rodríguez","2024-10-27T08:44:54.600Z","23","1535","125","Transferencia","4","11","100.0","8","1","12","665","Veracruz","Alfaparf 8.221 (x3) | Algodón Alby (x3) | 4x4 Mascarilla Capilar Open Secret (x3) | Alain Silver Hot Tratamiento Restauraurador (x2)","1"
"6a6e4dbd46feabf3642b28a4","6a6e423bc67baa40f00d66a5","Diego Hernández","2024-10-27T11:33:28.800Z","42","135","115","Efectivo","1","3","80.0","11","1","31","665","Estado de Mexico","Aguja Peina Facil Grande 5pz. (x3)","1"
"6a6e4dbd46feabf3642b28a6","6a6e43efa976faa4ec8a3f9f","Daniela Cruz","2024-10-27T14:22:03.000Z","20","1090","55","PayPal","3","7","71.4","14","1","138","666","Hidalgo","Alfapar 7.3 (x3) | Alfapar 4NI (x1) | Ampolletas Revive Cationica (x3)","0"
"6a6e4dbd46feabf3642b28aa","6a6e43efa976faa4ec8a3ff9","Ana Rodríguez","2024-10-27T17:10:37.200Z","38","3070","0","Transferencia","4","6","75.0","17","1","8","666","Hidalgo","4X4 Combo Maquina platinum Clipper/Trimmer (x1) | aashta ps -807 (x3) | Alfapar mask. keratin therapy (x1) | 4x4 Pomada Gris 200ml. (x1)","1"
"6a6e4dbd46feabf3642b28af","6a6e423bc67baa40f00d6698","Luis Vásquez","2024-10-27T19:59:11.400Z","40","1110","125","Efectivo","4","7","66.7","19","1","92","666","Veracruz","Alfapar 7.43 (x1) | Alfapar benvoleo shampoo seco sin gas 150 g (x1) | Ampolletas Alfaparf Semi Di Lino Essential Oil (Azul) (x2) | Alfapar 11.13 (x3)","1"
"6a6e4dbd46feabf3642b28b4","6a6e43efa976faa4ec8a3fd6","Elena Sánchez","2024-10-27T22:47:45.600Z","50","480","125","PayPal","1","3","20.0","22","1","50","666","Veracruz","Alfapar 8.31 (x3)","0"
"6a6e4dbd46feabf3642b28b6","6a6e423bc67baa40f00d66a9","Luis Rodríguez","2024-10-28T01:36:19.800Z","23","480","55","Efectivo","1","3","100.0","1","0","1","666","Hidalgo","Alfapar 6.5 (x3)","1"
"6a6e4dbd46feabf3642b28b8","6a6e40420c7e024088e53f8e","Sofia Ramírez","2024-10-28T04:24:54.000Z","42","715","115","Efectivo","4","8","50.0","4","0","125","666","Estado de Mexico","Aashta clip metalico o sojetador (x3) | aashta tijera ps154 (x1) | Algodón Alby (x2) | Alicate GC Large (x2)","1"
"6a6e4dbd46feabf3642b28bd","6a6e43efa976faa4ec8a3f85","María Sánchez","2024-10-28T07:13:28.200Z","52","1950","95","PayPal","1","3","12.5","7","0","16","666","Puebla","Alfaparf shampoo cabello dañado 1 L. (x3)","0"
"6a6e4dbd46feabf3642b28bf","6a6e423bc67baa40f00d66d4","Alejandro Sánchez","2024-10-28T10:02:02.400Z","42","580","115","Efectivo","2","2","100.0","10","0","19","666","Estado de Mexico","Alfapar 8.01 (x1) | Alfapar salone shampoo 500ml. (x1)","0"
"6a6e4dbd46feabf3642b28c2","6a611b68fab13c48304f9592","David Dela Cruz","2024-10-28T12:50:36.600Z","39","1120","105","Efectivo","3","7","25.0","12","0","9","667","Queretaro","Alfapar 11.13 (x3) | Alfapar 9NI (x1) | Alfapar 6.1 (x3)","1"
"6a6e4dbd46feabf3642b28c6","6a6e43efa976faa4ec8a3fd0","Ana Vásquez","2024-10-28T15:39:10.800Z","24","160","105","PayPal","1","1","87.5","15","0","7","667","Queretaro","Alfapar 8.3 (x1)","1"
"6a6e4dbd46feabf3642b28c8","6a6e43efa976faa4ec8a3fa8","Sofia Sánchez","2024-10-28T18:27:45.000Z","55","3105","0","PayPal","4","5","0.0","18","0","59","667","Puebla","4x4 Cera Telaraña 100ml. (x1) | Amor us sponge (x1) | Alfapar 10 (x1) | 4X4 Maquina Platinum Trimmer (x2)","0"
"6a6e4dbd46feabf3642b28cd","6a6e43efa976faa4ec8a3fa2","Mateo Sánchez","2024-10-28T21:16:19.200Z","56","1395","115","Transferencia","2","6","0.0","21","0","163","667","Estado de Mexico","Alfapar nutritivo Mask (x3) | 4x4 Talco Invencible (x3)","0"
"6a6e4dbd46feabf3642b28d0","6a6e423bc67baa40f00d6690","Gabriel Martínez","2024-10-29T00:04:53.400Z","48","580","95","Transferencia","3","6","0.0","0","0","53","667","Puebla","4x4 spray (x3) | 4x4 shampoo cbd minoxidi 500ml. (x2) | Acrílico Zodiaco (x1)","0"
"6a6e4dbd46feabf3642b28d4","6a6e423bc67baa40f00d66d1","Valeria Pérez","2024-10-29T02:53:27.600Z","30","1130","95","PayPal","3","4","100.0","2","0","106","667","Puebla","Alfapar 6.32 (x2) | Alfapar 7000 (x1) | aashta kit 2 pz. (x1)","0"
"6a6e4dbd46feabf3642b28d8","6a6e43efa976faa4ec8a3f71","Gabriel Sánchez","2024-10-29T05:42:01.800Z","35","160","65","Transferencia","1","1","25.0","5","0","8","667","Hidalgo","Alfapar 4.65 (x1)","0"
"6a6e4dbd46feabf3642b28da","6a6e40420c7e024088e53fc5","Valeria Martínez","2024-10-29T08:30:36.000Z","50","45","95","PayPal","1","1","50.0","8","0","92","667","Puebla","Aashta clip metalico o sojetador (x1)","0"
"6a6e4dbd46feabf3642b28dc","6a6e43efa976faa4ec8a3feb","Mateo Morales","2024-10-29T11:19:10.200Z","26","890","95","PayPal","4","5","42.9","11","0","43","667","Puebla","Alfapar 7.4 (x1) | Alexander tijera (x1) | 4X4 Aftershave Power Gold 400ml. (x2) | Alfapar benvoleo shampoo seco sin gas 150 g (x1)","1"
"6a6e4dbd46feabf3642b28e1","6a6e423bc67baa40f00d66de","Jorge Martínez","2024-10-29T14:07:44.400Z","30","6095","0","PayPal","4","11","100.0","14","0","4","668","Hidalgo","4X4 Combo Maquina platinum Clipper/Trimmer (x3) | 4x4 Cera Rosa 100ml. (x3) | Alicate Katya 1162-07 (x3) | 4x4 Desinfectante Antibacterial 250ml. (x2)","0"
"6a6e4dbd46feabf3642b28e6","6a6e40420c7e024088e53fa9","María Martínez","2024-10-29T16:56:18.600Z","31","700","105","Efectivo","1","2","50.0","16","0","92","668","Queretaro","Alfapar Real Rigen k. (x2)","1"
"6a6e4dbd46feabf3642b28e8","6a6e40420c7e024088e53fcc","Diego Hernández","2024-10-29T19:44:52.800Z","53","2065","115","Efectivo","4","5","0.0","19","0","6","668","Estado de Mexico","Alain silver shampoo (x1) | 4x4 gel afeitar 955kg. blanco (x1) | 4x4 maquina inalambrico plastico G oferta de 4 pz. (x2) | Adhesivo J.Denis Transparente con keratina (x1)","0"
"6a6e4dbd46feabf3642b28ed","6a6e40420c7e024088e53fa9","María Martínez","2024-10-29T22:33:27.000Z","31","450","115","Transferencia","2","4","60.0","22","0","0","668","Estado de Mexico","Alfapar 9.423 (x2) | Ablandador De Canas Waving (x2)","1"
"6a6e4dbd46feabf3642b28f0","6a6e43efa976faa4ec8a3f5f","Elena González","2024-10-30T01:22:01.200Z","52","1530","55","PayPal","4","7","0.0","1","0","25","668","Hidalgo","Adhesivo Tubo Transparente J.D/10gramos (x2) | 4x4 Aftershave Rojo 400ml. (x1) | alfapar Real Rigen mascar. dañado 500g. (x3) | Ampolletas Revive Fortificante (x1)","0"
"6a6e4dbd46feabf3642b28f5","6a6e40420c7e024088e53fa4","Gabriel Sánchez","2024-10-30T04:10:35.400Z","35","160","55","Efectivo","1","1","0.0","4","0","41","668","Hidalgo","Alfapar 5.53 (x1)","1"
"6a6e4dbd46feabf3642b28f7","6a6e43efa976faa4ec8a3f85","María Sánchez","2024-10-30T06:59:09.600Z","52","1600","55","PayPal","3","7","11.1","6","0","2","668","Hidalgo","Amor pinza pestañas (x2) | Alfapar nutritivo Mask (x3) | Alfapar 9.13 (x2)","0"
"6a6e4dbd46feabf3642b28fb","6a6e43efa976faa4ec8a4017","Daniela Pérez","2024-10-30T09:47:43.800Z","52","210","115","PayPal","1","3","75.0","9","0","37","668","Estado de Mexico","4x4 Goma 280ml. (x3)","0"
"6a6e4dbd46feabf3642b28fd","6a6e40420c7e024088e53faf","Diego Ramírez","2024-10-30T12:36:18.000Z","52","640","65","Transferencia","2","4","14.3","12","0","38","669","Hidalgo","Alfapaf 6.56 (x1) | Alfapar 5NI (x3)","0"
"6a6e4dbd46feabf3642b2900","6a6e423bc67baa40f00d668f","Elena González","2024-10-30T15:24:52.200Z","52","480","115","Transferencia","1","3","0.0","15","0","233","669","Estado de Mexico","Alfapar 7.43 (x3)","1"
"6a6e4dbd46feabf3642b2902","6a6e43efa976faa4ec8a4012","Alejandro Rodríguez","2024-10-30T18:13:26.400Z","23","2160","65","PayPal","3","7","100.0","18","0","88","669","Hidalgo","4x4 gel afeitar 955kg azul (x3) | 4X4 Cuchilla Normal (x3) | 4x4 maquina de corte trimmer inalambrico metalica (x1)","0"
"6a6e4dbd46feabf3642b2906","6a6e40420c7e024088e53fbf","Gabriel Vásquez","2024-10-30T21:02:00.600Z","41","1210","115","Transferencia","3","6","66.7","21","0","13","669","Estado de Mexico","Alfaparf 7.24 (x2) | Alfapar nutritivo Mask (x2) | adhesivo para pads color blanco  trasparente j denis (x2)","0"
"6a6e4dbd46feabf3642b290a","6a6e43efa976faa4ec8a4018","Daniela Morales","2024-10-30T23:50:34.800Z","35","1310","95","Transferencia","3","7","100.0","23","0","57","669","Puebla","adhesivo supreme j denis para pestañas mink (x3) | Aashta Tijera Cocodrilo (x2) | 4x4 Off-Road Crecimiento de Barba 60g. (x2)","1"
"6a6e4dbd46feabf3642b290e","6a6e423bc67baa40f00d66b7","Diego Hernández","2024-10-31T02:39:09.000Z","20","1035","115","Transferencia","3","7","66.7","2","0","24","669","Estado de Mexico","Alfapar 5NI (x3) | 4x4 Cera Telaraña 100ml. (x1) | Alfapar 6.5 (x3)","1"
"6a6e4dbd46feabf3642b2912","6a6e43efa976faa4ec8a4039","Lucía Flores","2024-10-31T05:27:43.200Z","47","1120","125","Efectivo","4","7","85.7","5","0","28","669","Veracruz","Alfapar 1.11 (x2) | Alfapar 6.45 (x1) | Alfapar 9.2 (x2) | Alfaparf 8.221 (x2)","1"
"6a6e4dbd46feabf3642b2917","6a6e40420c7e024088e53fa3","Luis Morales","2024-10-31T08:16:17.400Z","30","160","125","PayPal","1","1","60.0","8","0","38","669","Veracruz","Alfapar 4.32 (x1)","0"
"6a6e4dbd46feabf3642b2919","6a6e40420c7e024088e53f98","Carlos Cruz","2024-10-31T11:04:51.600Z","51","945","55","PayPal","3","9","0.0","11","0","16","669","Hidalgo","4x4 Pomada Extrafirme Verde 100g. (x3) | 4x4 matizante violeta (x3) | 4x4 Enfriador de Maquinas 400g. (x3)","0"
"6a6e4dbd46feabf3642b291d","6a6e423bc67baa40f00d66bd","Carlos Gómez","2024-10-31T13:53:25.800Z","30","680","115","Transferencia","3","5","83.3","13","0","146","670","Estado de Mexico","Ampolletas Revive Fortificante (x2) | 4x4 shampoo cervesa azul (x2) | Alfapar 8.31 (x1)","1"
"6a6e4dbd46feabf3642b2921","6a6e40420c7e024088e53fc3","María Martínez","2024-10-31T16:42:00.000Z","45","1415","105","PayPal","4","8","40.0","16","0","59","670","Queretaro","Alfapar 8.34 (x3) | acetona pura arys grande (x1) | adhesivo libre de latex (x2) | 4x4 Cuchilla Platino trimer DLC (x2)","0"
"6a6e4dbd46feabf3642b2926","6a6e40420c7e024088e53fb9","Carlos Ramírez","2024-10-31T19:30:34.200Z","32","310","105","Transferencia","2","2","57.1","19","0","37","670","Queretaro","Ampolletas Revive Bifasica (x1) | Alfapar 01 (x1)","1"
"6a6e4dbd46feabf3642b2929","6a6e423bc67baa40f00d66e7","Mateo López","2024-10-31T22:19:08.400Z","45","160","95","PayPal","1","1","71.4","22","0","10","670","Puebla","Alfapar 7.01 (x1)","0"
"6a6e4dbd46feabf3642b292b","6a6e43efa976faa4ec8a402d","Ana Rodríguez","2024-11-01T01:07:42.600Z","37","4255","0","Transferencia","4","10","87.5","1","0","41","670","Estado de Mexico","Alfapar 02 (x3) | 4x4 Goma 280ml. (x1) | 4x4 papel cuello negro un rollo (x3) | 4X4 Combo pow 5 pz. (x3)","1"
"6a6e4dbd46feabf3642b2930","6a6e43efa976faa4ec8a402e","Luis Morales","2024-11-01T03:56:16.800Z","50","130","95","Efectivo","1","2","100.0","3","0","45","670","Puebla","4x4 Cera Rosa 100ml. (x2)","1"
"6a6e4dbd46feabf3642b2932","6a6e40420c7e024088e53fbf","Gabriel Vásquez","2024-11-01T06:44:51.000Z","41","490","125","Efectivo","3","4","60.0","6","0","1","670","Veracruz","Alfapar 8.23 (x1) | Alfapar 1 (x1) | 4x4 Talco Ultra Fino (x2)","1"
"6a6e4dbd46feabf3642b2936","6a6e40420c7e024088e53fc2","Alejandro Gómez","2024-11-01T09:33:25.200Z","41","440","55","PayPal","3","5","75.0","9","0","132","670","Hidalgo","Alfapar 11.13 (x1) | Alfapar 6.35 (x1) | Aceite De Hueso De Mamey Para Pestañas. (x3)","0"
"6a6e4dbd46feabf3642b293a","6a6e423bc67baa40f00d66bc","Gabriel Vásquez","2024-11-01T12:21:59.400Z","41","660","55","PayPal","3","5","60.0","12","0","28","671","Hidalgo","Andis (x1) | 4x4 Pasta Dorada 200g. (x2) | ACETONA ORGANIC 120 ML (x2)","0"
"6a6e4dbd46feabf3642b293e","6a6e423bc67baa40f00d6696","Luis Sánchez","2024-11-01T15:10:33.600Z","41","270","95","PayPal","2","5","50.0","15","0","14","671","Puebla","Adhesivo Para Rulos frasquito chico blanco (x2) | Alaska Bisturi AK-02-0019 (x3)","0"
"6a6e4dbd46feabf3642b2941","6a6e423bc67baa40f00d6689","Elena Cruz","2024-11-01T17:59:07.800Z","54","930","125","Transferencia","4","6","25.0","17","0","22","671","Veracruz","Alexander Style Tijera 7.5 (x2) | Aashta Tijera Cocodrilo (x1) | Alfapar 4 (x1) | 4x4 Balsamo Negro Liquido (x2)","0"
"6a6e4dbd46feabf3642b2946","6a6e43efa976faa4ec8a3f68","Luis Vásquez","2024-11-01T20:47:42.000Z","40","500","55","Transferencia","3","3","0.0","20","0","45","671","Hidalgo","Alfapar 5.7 (x1) | Alfapar 4.52 (x1) | Alfapar Oxido 30 vol. 1000ml. (x1)","0"
"6a6e4dbd46feabf3642b294a","6a6e40420c7e024088e53fc9","Elena Morales","2024-11-01T23:36:16.200Z","25","1290","105","PayPal","4","8","33.3","23","0","82","671","Queretaro","Algodón Alby (x2) | Alfapar benvoleo olio nutritivo 100ml. (x2) | Aceite De Hueso De Mamey Para Pestañas. (x2) | 4x4 minoxidil (x2)","0"
"6a6e4dbd46feabf3642b294f","6a6e43efa976faa4ec8a401e","Lucía Sánchez","2024-11-02T02:24:50.400Z","41","1205","125","Transferencia","3","6","0.0","2","1","103","671","Veracruz","4x4 Balsamo Negro Liquido (x3) | Alfapar 5.53 (x2) | Alfapar ampoll. anti caida (x1)","0"
"6a6e4dbd46feabf3642b2953","6a6e40420c7e024088e53f99","Luis Sánchez","2024-11-02T05:13:24.600Z","41","800","95","Transferencia","2","5","66.7","5","1","15","671","Puebla","Alfapar 02 (x2) | Alfapar 6.53 (x3)","1"
"6a6e4dbd46feabf3642b2956","6a6e423bc67baa40f00d66e4","Lucía Vásquez","2024-11-02T08:01:58.800Z","23","160","65","Transferencia","1","1","14.3","8","1","13","671","Hidalgo","Alfapar 9.13 (x1)","1"
"6a6e4dbd46feabf3642b2958","6a6e43efa976faa4ec8a3f82","Mateo Flores","2024-11-02T10:50:33.000Z","54","220","105","Transferencia","1","2","60.0","10","1","144","671","Queretaro","4x4 Polvo Volumizador Seco Negro (x2)","1"
"6a6e4dbd46feabf3642b295a","6a6e40420c7e024088e53fc5","Valeria Martínez","2024-11-02T13:39:07.200Z","50","555","55","PayPal","3","9","42.9","13","1","4","672","Hidalgo","ACETONA ORGANIC 120 ML (x3) | Aluminio Profesional Mopi (x3) | Ablandador De Canas Waving (x3)","0"
"6a6e4dbd46feabf3642b295e","6a6e43efa976faa4ec8a3fd3","Ana Morales","2024-11-02T16:27:41.400Z","45","245","115","Transferencia","2","2","87.5","16","1","17","672","Estado de Mexico","Alfapar 5.6 (x1) | Alaska Tijera Manicure (x1)","1"
"6a6e4dbd46feabf3642b2961","6a6e40420c7e024088e53fc1","Camila González","2024-11-02T19:16:15.600Z","49","720","95","Transferencia","2","5","80.0","19","1","39","672","Puebla","Alfapar 8.4 (x3) | Alicate GC Large (x2)","1"
"6a6e4dbd46feabf3642b2964","6a6e43efa976faa4ec8a3fa3","Daniela Martínez","2024-11-02T22:04:49.800Z","25","1000","125","PayPal","2","4","100.0","22","1","69","672","Veracruz","Alfapar 5 (x1) | Aashta Tijera Cocodrilo (x3)","0"
"6a6e4dbd46feabf3642b2967","6a6e423bc67baa40f00d668b","Sofia Ramírez","2024-11-03T00:53:24.000Z","42","320","65","Transferencia","1","2","100.0","0","1","193","672","Hidalgo","Alfapar 4NB (x2)","1"
"6a6e4dbd46feabf3642b2969","6a6e43efa976faa4ec8a3fdc","Sofia Gómez","2024-11-03T03:41:58.200Z","48","1015","65","Transferencia","3","7","100.0","3","1","42","672","Hidalgo","Aashta Tijera Cocodrilo (x1) | acetona pura arys grande (x3) | Alfapar 7.45 (x3)","1"
"6a6e4dbd46feabf3642b296d","6a6e43efa976faa4ec8a3faf","Diego Pérez","2024-11-03T06:30:32.400Z","22","530","55","PayPal","2","2","85.7","6","1","150","672","Hidalgo","Alfapar mask. keratin therapy (x1) | Ampolletas Hidraforce - Gegenerex (x1)","1"
"6a6e4dbd46feabf3642b2970","6a6e43efa976faa4ec8a3f67","Daniela Sánchez","2024-11-03T09:19:06.600Z","39","535","115","Efectivo","3","5","100.0","9","1","266","672","Estado de Mexico","Alicate barrilito (x3) | 4x4 Aftershave Amarillo 400ml. (x1) | Alicate GC Large (x1)","1"
"6a6e4dbd46feabf3642b2974","6a6e40420c7e024088e53f99","Luis Sánchez","2024-11-03T12:07:40.800Z","41","1895","65","Transferencia","4","9","75.0","12","1","1","673","Hidalgo","Alfa sobres de 30 pz (x3) | acetona pura arys grande (x3) | acrílico organic blanco (white) (x2) | Alfapar mask. keratin therapy (x1)","1"
"6a6e4dbd46feabf3642b2979","6a6e40420c7e024088e53fdc","Jorge López","2024-11-03T14:56:15.000Z","20","320","105","Efectivo","1","2","83.3","14","1","17","673","Queretaro","Alfapar 5.35 (x2)","1"
"6a6e4dbd46feabf3642b297b","6a6e43efa976faa4ec8a3fc2","Valeria Vásquez","2024-11-03T17:44:49.200Z","25","300","95","PayPal","1","2","100.0","17","1","105","673","Puebla","4x4 papel cuello negro 5 pz (x2)","0"
"6a6e4dbd46feabf3642b297d","6a6e423bc67baa40f00d66e4","Lucía Vásquez","2024-11-03T20:33:23.400Z","23","815","115","Efectivo","3","5","25.0","20","1","2","673","Estado de Mexico","Alfaparf spray porificante 100ml. (x2) | adhesivo para pads color blanco tapa dorada j denis (x1) | 4x4 Balsamo Negro Liquido (x2)","1"
"6a6e4dbd46feabf3642b2981","6a6e43efa976faa4ec8a3fb6","Elena Morales","2024-11-03T23:21:57.600Z","25","170","125","Efectivo","1","2","100.0","23","1","89","673","Veracruz","4x4 Talco Ultra Fino (x2)","1"
"6a6e4dbd46feabf3642b2983","6a6e43efa976faa4ec8a3fa1","Valeria Pérez","2024-11-04T02:10:31.800Z","30","3390","0","PayPal","3","5","20.0","2","0","14","673","Hidalgo","Alaska Bisturi AK-02-0019 (x1) | Ablandador De Canas Waving (x2) | Andis slimline pro li (x2)","0"
"6a6e4dbd46feabf3642b2987","6a6e43efa976faa4ec8a4039","Lucía Flores","2024-11-04T04:59:06.000Z","47","2300","55","PayPal","3","7","87.5","4","0","4","673","Hidalgo","Alfa sobres de 30 pz (x3) | Alfapar mask 200ml. (x1) | Alfapar rigen shampoo 250 ml. (x3)","0"
"6a6e4dbd46feabf3642b298b","6a6e43efa976faa4ec8a3f98","Ana Pérez","2024-11-04T07:47:40.200Z","54","55","65","PayPal","1","1","42.9","7","0","32","673","Hidalgo","Aceite Para Cuticula Touche Frambuesa (x1)","0"
"6a6e4dbd46feabf3642b298d","6a6e43efa976faa4ec8a3ff5","Sofia Sánchez","2024-11-04T10:36:14.400Z","50","120","125","Transferencia","1","2","20.0","10","0","139","673","Veracruz","Acondicionador Diamante 250ml. (x2)","0"
"6a6e4dbd46feabf3642b298f","6a6e43efa976faa4ec8a403d","Daniela Cruz","2024-11-04T13:24:48.600Z","31","1200","115","Transferencia","4","9","0.0","13","0","92","674","Estado de Mexico","Aceite De Hueso De Mamey Para Pestañas. (x2) | Alfapar 4.65 (x3) | Alfapar 5.35 (x1) | Alfapar 7.4 (x3)","1"
"6a6e4dbd46feabf3642b2994","6a6e43efa976faa4ec8a3f6b","Gabriel Pérez","2024-11-04T16:13:22.800Z","47","480","55","Efectivo","1","3","25.0","16","0","50","674","Hidalgo","Alfapar 8 (x3)","0"
"6a6e4dbd46feabf3642b2996","6a6e423bc67baa40f00d66da","Fernando López","2024-11-04T19:01:57.000Z","20","800","55","PayPal","3","5","66.7","19","0","15","674","Hidalgo","Alfapar 6.01 (x2) | Alfapar 5.5 (x1) | Alfapar 5.7 (x2)","1"
"6a6e4dbd46feabf3642b299a","6a6e43efa976faa4ec8a3f6d","Jorge Vásquez","2024-11-04T21:50:31.200Z","34","630","65","PayPal","3","6","100.0","21","0","123","674","Hidalgo","4x4 Pomada Roja 200g (x1) | 4x4 Enfriador de Maquinas 400g. (x3) | 4x4 papel cuello blanco rollo (x2)","0"
"6a6e4dbd46feabf3642b299e","6a6e43efa976faa4ec8a3f9b","Jorge Flores","2024-11-05T00:39:05.400Z","48","480","115","PayPal","1","3","42.9","0","0","38","674","Estado de Mexico","Alfapar 7NB (x3)","1"
"6a6e4dbd46feabf3642b29a0","6a6e43efa976faa4ec8a3f5f","Elena González","2024-11-05T03:27:39.600Z","52","40","115","Efectivo","1","1","0.0","3","0","6","674","Estado de Mexico","Aceite De Hueso De Mamey Para Pestañas. (x1)","1"
"6a6e4dbd46feabf3642b29a2","6a6e423bc67baa40f00d668e","Daniela Hernández","2024-11-05T06:16:13.800Z","31","880","95","PayPal","4","7","66.7","6","0","43","674","Puebla","Alfapar 2 (x1) | 4X4 Gel para afeitar menta 1kg (x1) | Alfapar 6.35 (x3) | Aceite Fortalezador Argan/Mamey (x2)","0"
"6a6e4dbd46feabf3642b29a7","6a6e43efa976faa4ec8a3fa1","Valeria Pérez","2024-11-05T09:04:48.000Z","30","450","65","PayPal","1","3","16.7","9","0","1","674","Hidalgo","adhesivo supreme j denis para pestañas mink (x3)","0"
